COUNTRY,CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,EVENTS
Syria,36.1445,37.3978,2020,2200
Syria,36.1445,37.3978,2021,2018
Syria,36.1445,37.3978,2022,3641
Syria,36.1445,37.3978,2023,2922
Syria,36.1445,37.3978,2024,4057
Syria,36.1445,37.3978,2025,1398
Syria,36.4131,40.5519,2020,1575
Syria,36.4131,40.5519,2021,1537
Syria,36.4131,40.5519,2022,2075
Syria,36.4131,40.5519,2023,1215
Syria,36.4131,40.5519,2024,1190
Syria,36.4131,40.5519,2025,754
Turkey,36.4111,36.2273,2020,41
Turkey,36.4111,36.2273,2021,74
Turkey,36.4111,36.2273,2022,75
Turkey,36.4111,36.2273,2023,112
Turkey,36.4111,36.2273,2024,101
Turkey,36.4111,36.2273,2025,100
Turkey,36.7331,33.7591,2020,85
Turkey,36.7331,33.7591,2021,139
Turkey,36.7331,33.7591,2022,167
Turkey,36.7331,33.7591,2023,120
Turkey,36.7331,33.7591,2024,168
Turkey,36.7331,33.7591,2025,158
Turkey,36.7628,31.9301,2020,53
Turkey,36.7628,31.9301,2021,108
Turkey,36.7628,31.9301,2022,107
Turkey,36.7628,31.9301,2023,98
Turkey,36.7628,31.9301,2024,100
Turkey,36.7628,31.9301,2025,84
Turkey,36.8316,37.0107,2020,5
Turkey,36.8316,37.0107,2021,5
Turkey,36.8316,37.0107,2022,11
Turkey,36.8316,37.0107,2023,14
Turkey,36.8316,37.0107,2024,7
Turkey,36.8316,37.0107,2025,3
Turkey,36.946,28.646,2020,54
Turkey,36.946,28.646,2021,97
Turkey,36.946,28.646,2022,220
Turkey,36.946,28.646,2023,276
Turkey,36.946,28.646,2024,237
Turkey,36.946,28.646,2025,115
Turkey,37.0098,33.1805,2020,11
Turkey,37.0098,33.1805,2022,2
Turkey,37.0098,33.1805,2023,8
Turkey,37.0098,33.1805,2024,4
Turkey,37.0098,33.1805,2025,4
Turkey,37.1146,37.2439,2020,25
Turkey,37.1146,37.2439,2021,58
Turkey,37.1146,37.2439,2022,49
Turkey,37.1146,37.2439,2023,68
Turkey,37.1146,37.2439,2024,70
Turkey,37.1146,37.2439,2025,62
Turkey,37.3257,40.7757,2020,73
Turkey,37.3257,40.7757,2021,132
Turkey,37.3257,40.7757,2022,97
Turkey,37.3257,40.7757,2023,100
Turkey,37.3257,40.7757,2024,195
Turkey,37.3257,40.7757,2025,64
Turkey,37.326,30.2481,2020,4
Turkey,37.326,30.2481,2021,4
Turkey,37.326,30.2481,2022,9
Turkey,37.326,30.2481,2023,9
Turkey,37.326,30.2481,2024,10
Turkey,37.326,30.2481,2025,3
Turkey,37.3416,36.2986,2020,11
Turkey,37.3416,36.2986,2021,30
Turkey,37.3416,36.2986,2022,13
Turkey,37.3416,36.2986,2023,4
Turkey,37.3416,36.2986,2024,13
Turkey,37.3416,36.2986,2025,13
Turkey,37.3442,38.9233,2020,51
Turkey,37.3442,38.9233,2021,72
Turkey,37.3442,38.9233,2022,100
Turkey,37.3442,38.9233,2023,132
Turkey,37.3442,38.9233,2024,190
Turkey,37.3442,38.9233,2025,97
Turkey,37.3909,43.9965,2020,188
Turkey,37.3909,43.9965,2021,172
Turkey,37.3909,43.9965,2022,154
Turkey,37.3909,43.9965,2023,75
Turkey,37.3909,43.9965,2024,185
Turkey,37.3909,43.9965,2025,63
Turkey,37.4379,42.5882,2020,147
Turkey,37.4379,42.5882,2021,146
Turkey,37.4379,42.5882,2022,142
Turkey,37.4379,42.5882,2023,142
Turkey,37.4379,42.5882,2024,217
Turkey,37.4379,42.5882,2025,86
Turkey,37.4745,35.3726,2020,105
Turkey,37.4745,35.3726,2021,136
Turkey,37.4745,35.3726,2022,185
Turkey,37.4745,35.3726,2023,181
Turkey,37.4745,35.3726,2024,217
Turkey,37.4745,35.3726,2025,143
Turkey,37.6788,29.2458,2020,26
Turkey,37.6788,29.2458,2021,37
Turkey,37.6788,29.2458,2022,30
Turkey,37.6788,29.2458,2023,74
Turkey,37.6788,29.2458,2024,62
Turkey,37.6788,29.2458,2025,50
Turkey,37.7322,28.0578,2020,47
Turkey,37.7322,28.0578,2021,29
Turkey,37.7322,28.0578,2022,80
Turkey,37.7322,28.0578,2023,91
Turkey,37.7322,28.0578,2024,56
Turkey,37.7322,28.0578,2025,69
Turkey,37.815,38.2092,2020,16
Turkey,37.815,38.2092,2021,26
Turkey,37.815,38.2092,2022,36
Turkey,37.815,38.2092,2023,35
Turkey,37.815,38.2092,2024,44
Turkey,37.815,38.2092,2025,30
Turkey,37.8547,34.7331,2020,5
Turkey,37.8547,34.7331,2021,6
Turkey,37.8547,34.7331,2022,2
Turkey,37.8547,34.7331,2023,10
Turkey,37.8547,34.7331,2024,14
Turkey,37.8547,34.7331,2025,8
Turkey,37.8852,36.8854,2020,5
Turkey,37.8852,36.8854,2021,13
Turkey,37.8852,36.8854,2022,10
Turkey,37.8852,36.8854,2023,30
Turkey,37.8852,36.8854,2024,29
Turkey,37.8852,36.8854,2025,8
Turkey,37.9278,42.0911,2020,56
Turkey,37.9278,42.0911,2021,43
Turkey,37.9278,42.0911,2022,41
Turkey,37.9278,42.0911,2023,41
Turkey,37.9278,42.0911,2024,87
Turkey,37.9278,42.0911,2025,30
Turkey,37.9293,30.8094,2020,8
Turkey,37.9293,30.8094,2022,3
Turkey,37.9293,30.8094,2023,6
Turkey,37.9293,30.8094,2024,10
Turkey,37.9293,30.8094,2025,3
Turkey,38.0226,41.3125,2020,74
Turkey,38.0226,41.3125,2021,86
Turkey,38.0226,41.3125,2022,108
Turkey,38.0226,41.3125,2023,106
Turkey,38.0226,41.3125,2024,200
Turkey,38.0226,41.3125,2025,109
Turkey,38.0284,32.412,2020,24
Turkey,38.0284,32.412,2021,36
Turkey,38.0284,32.412,2022,26
Turkey,38.0284,32.412,2023,25
Turkey,38.0284,32.412,2024,43
Turkey,38.0284,32.412,2025,23
Turkey,38.1105,40.2245,2020,626
Turkey,38.1105,40.2245,2021,327
Turkey,38.1105,40.2245,2022,487
Turkey,38.1105,40.2245,2023,275
Turkey,38.1105,40.2245,2024,407
Turkey,38.1105,40.2245,2025,223
Turkey,38.4969,42.2274,2020,98
Turkey,38.4969,42.2274,2021,81
Turkey,38.4969,42.2274,2022,32
Turkey,38.4969,42.2274,2023,49
Turkey,38.4969,42.2274,2024,58
Turkey,38.4969,42.2274,2025,10
Turkey,38.5057,35.9186,2020,8
Turkey,38.5057,35.9186,2021,14
Turkey,38.5057,35.9186,2022,10
Turkey,38.5057,35.9186,2023,49
Turkey,38.5057,35.9186,2024,57
Turkey,38.5057,35.9186,2025,42
Turkey,38.5104,37.8439,2020,12
Turkey,38.5104,37.8439,2021,17
Turkey,38.5104,37.8439,2022,24
Turkey,38.5104,37.8439,2023,29
Turkey,38.5104,37.8439,2024,44
Turkey,38.5104,37.8439,2025,48
Turkey,38.5127,33.8656,2020,1
Turkey,38.5127,33.8656,2021,3
Turkey,38.5127,33.8656,2022,4
Turkey,38.5127,33.8656,2023,5
Turkey,38.5127,33.8656,2024,3
Turkey,38.5127,33.8656,2025,5
Turkey,38.5248,30.6111,2020,9
Turkey,38.5248,30.6111,2021,14
Turkey,38.5248,30.6111,2022,5
Turkey,38.5248,30.6111,2023,10
Turkey,38.5248,30.6111,2024,14
Turkey,38.5248,30.6111,2025,9
Turkey,38.5455,43.5949,2020,197
Turkey,38.5455,43.5949,2021,184
Turkey,38.5455,43.5949,2022,236
Turkey,38.5455,43.5949,2023,147
Turkey,38.5455,43.5949,2024,215
Turkey,38.5455,43.5949,2025,154
Turkey,38.5491,29.3243,2020,2
Turkey,38.5491,29.3243,2021,8
Turkey,38.5491,29.3243,2022,7
Turkey,38.5491,29.3243,2023,15
Turkey,38.5491,29.3243,2024,11
Turkey,38.5491,29.3243,2025,6
Turkey,38.5994,27.042,2020,270
Turkey,38.5994,27.042,2021,451
Turkey,38.5994,27.042,2022,667
Turkey,38.5994,27.042,2023,668
Turkey,38.5994,27.042,2024,684
Turkey,38.5994,27.042,2025,568
Turkey,38.7101,39.3439,2020,13
Turkey,38.7101,39.3439,2021,9
Turkey,38.7101,39.3439,2022,20
Turkey,38.7101,39.3439,2023,19
Turkey,38.7101,39.3439,2024,42
Turkey,38.7101,39.3439,2025,30
Turkey,38.7462,28.0939,2020,36
Turkey,38.7462,28.0939,2021,46
Turkey,38.7462,28.0939,2022,37
Turkey,38.7462,28.0939,2023,37
Turkey,38.7462,28.0939,2024,60
Turkey,38.7462,28.0939,2025,25
Turkey,38.8286,34.6035,2020,4
Turkey,38.8286,34.6035,2021,3
Turkey,38.8286,34.6035,2022,2
Turkey,38.8286,34.6035,2023,8
Turkey,38.8286,34.6035,2024,9
Turkey,38.8286,34.6035,2025,5
Turkey,39.009,41.9466,2020,25
Turkey,39.009,41.9466,2021,59
Turkey,39.009,41.9466,2022,65
Turkey,39.009,41.9466,2023,58
Turkey,39.009,41.9466,2024,51
Turkey,39.009,41.9466,2025,13
Turkey,39.0247,40.718,2020,20
Turkey,39.0247,40.718,2021,27
Turkey,39.0247,40.718,2022,23
Turkey,39.0247,40.718,2023,26
Turkey,39.0247,40.718,2024,36
Turkey,39.0247,40.718,2025,10
Turkey,39.1892,39.347,2020,79
Turkey,39.1892,39.347,2021,102
Turkey,39.1892,39.347,2022,124
Turkey,39.1892,39.347,2023,75
Turkey,39.1892,39.347,2024,96
Turkey,39.1892,39.347,2025,76
Turkey,39.3091,34.0422,2020,3
Turkey,39.3091,34.0422,2021,2
Turkey,39.3091,34.0422,2022,4
Turkey,39.3091,34.0422,2023,14
Turkey,39.3091,34.0422,2024,6
Turkey,39.3091,34.0422,2025,7
Turkey,39.3321,29.606,2020,4
Turkey,39.3321,29.606,2021,5
Turkey,39.3321,29.606,2022,8
Turkey,39.3321,29.606,2023,22
Turkey,39.3321,29.606,2024,23
Turkey,39.3321,29.606,2025,7
Turkey,39.466,43.4673,2020,41
Turkey,39.466,43.4673,2021,39
Turkey,39.466,43.4673,2022,40
Turkey,39.466,43.4673,2023,47
Turkey,39.466,43.4673,2024,50
Turkey,39.466,43.4673,2025,19
Turkey,39.5452,39.043,2020,4
Turkey,39.5452,39.043,2021,6
Turkey,39.5452,39.043,2022,4
Turkey,39.5452,39.043,2023,19
Turkey,39.5452,39.043,2024,13
Turkey,39.5452,39.043,2025,14
Turkey,39.5473,37.2125,2020,5
Turkey,39.5473,37.2125,2021,10
Turkey,39.5473,37.2125,2022,12
Turkey,39.5473,37.2125,2023,20
Turkey,39.5473,37.2125,2024,27
Turkey,39.5473,37.2125,2025,24
Turkey,39.6143,31.0627,2020,15
Turkey,39.6143,31.0627,2021,32
Turkey,39.6143,31.0627,2022,64
Turkey,39.6143,31.0627,2023,89
Turkey,39.6143,31.0627,2024,90
Turkey,39.6143,31.0627,2025,106
Turkey,39.6218,35.2999,2020,2
Turkey,39.6218,35.2999,2021,1
Turkey,39.6218,35.2999,2022,2
Turkey,39.6218,35.2999,2023,4
Turkey,39.6218,35.2999,2024,9
Turkey,39.6218,35.2999,2025,10
Turkey,39.7073,32.5011,2020,440
Turkey,39.7073,32.5011,2021,249
Turkey,39.7073,32.5011,2022,522
Turkey,39.7073,32.5011,2023,451
Turkey,39.7073,32.5011,2024,617
Turkey,39.7073,32.5011,2025,502
Turkey,39.8038,27.9824,2020,39
Turkey,39.8038,27.9824,2021,44
Turkey,39.8038,27.9824,2022,31
Turkey,39.8038,27.9824,2023,88
Turkey,39.8038,27.9824,2024,98
Turkey,39.8038,27.9824,2025,64
Turkey,39.8662,33.6922,2020,4
Turkey,39.8662,33.6922,2021,6
Turkey,39.8662,33.6922,2022,6
Turkey,39.8662,33.6922,2023,5
Turkey,39.8662,33.6922,2024,7
Turkey,39.8662,33.6922,2025,4
Turkey,39.8813,43.9762,2020,15
Turkey,39.8813,43.9762,2021,11
Turkey,39.8813,43.9762,2022,7
Turkey,39.8813,43.9762,2023,13
Turkey,39.8813,43.9762,2024,29
Turkey,39.8813,43.9762,2025,10
Turkey,39.9635,26.8428,2020,21
Turkey,39.9635,26.8428,2021,27
Turkey,39.9635,26.8428,2022,34
Turkey,39.9635,26.8428,2023,143
Turkey,39.9635,26.8428,2024,100
Turkey,39.9635,26.8428,2025,40
Turkey,40.0725,41.4751,2020,10
Turkey,40.0725,41.4751,2021,7
Turkey,40.0725,41.4751,2022,9
Turkey,40.0725,41.4751,2023,29
Turkey,40.0725,41.4751,2024,83
Turkey,40.0725,41.4751,2025,24
Turkey,40.1017,28.9389,2020,56
Turkey,40.1017,28.9389,2021,82
Turkey,40.1017,28.9389,2022,79
Turkey,40.1017,28.9389,2023,130
Turkey,40.1017,28.9389,2024,163
Turkey,40.1017,28.9389,2025,110
Turkey,40.1112,30.1285,2020,5
Turkey,40.1112,30.1285,2021,4
Turkey,40.1112,30.1285,2022,7
Turkey,40.1112,30.1285,2023,18
Turkey,40.1112,30.1285,2024,11
Turkey,40.1112,30.1285,2025,3
Turkey,40.2477,40.2223,2020,2
Turkey,40.2477,40.2223,2021,4
Turkey,40.2477,40.2223,2023,3
Turkey,40.2477,40.2223,2024,10
Turkey,40.2477,40.2223,2025,4
Turkey,40.3376,39.4286,2021,2
Turkey,40.3376,39.4286,2022,2
Turkey,40.3376,39.4286,2023,7
Turkey,40.3376,39.4286,2024,10
Turkey,40.3376,39.4286,2025,3
Turkey,40.4006,36.6865,2020,2
Turkey,40.4006,36.6865,2021,5
Turkey,40.4006,36.6865,2022,3
Turkey,40.4006,36.6865,2023,6
Turkey,40.4006,36.6865,2024,12
Turkey,40.4006,36.6865,2025,10
Turkey,40.5157,43.0403,2020,15
Turkey,40.5157,43.0403,2021,4
Turkey,40.5157,43.0403,2022,9
Turkey,40.5157,43.0403,2023,18
Turkey,40.5157,43.0403,2024,32
Turkey,40.5157,43.0403,2025,14
Turkey,40.5664,38.4409,2020,3
Turkey,40.5664,38.4409,2021,9
Turkey,40.5664,38.4409,2022,14
Turkey,40.5664,38.4409,2023,8
Turkey,40.5664,38.4409,2024,22
Turkey,40.5664,38.4409,2025,14
Turkey,40.5731,31.59,2020,3
Turkey,40.5731,31.59,2021,14
Turkey,40.5731,31.59,2022,11
Turkey,40.5731,31.59,2023,12
Turkey,40.5731,31.59,2024,21
Turkey,40.5731,31.59,2025,20
Turkey,40.5992,29.2123,2020,2
Turkey,40.5992,29.2123,2021,4
Turkey,40.5992,29.2123,2022,3
Turkey,40.5992,29.2123,2023,13
Turkey,40.5992,29.2123,2024,12
Turkey,40.5992,29.2123,2025,2
Turkey,40.646,34.7294,2020,10
Turkey,40.646,34.7294,2021,8
Turkey,40.646,34.7294,2022,2
Turkey,40.646,34.7294,2023,22
Turkey,40.646,34.7294,2024,23
Turkey,40.646,34.7294,2025,20
Turkey,40.6554,35.8544,2020,9
Turkey,40.6554,35.8544,2021,6
Turkey,40.6554,35.8544,2022,4
Turkey,40.6554,35.8544,2023,11
Turkey,40.6554,35.8544,2024,21
Turkey,40.6554,35.8544,2025,16
Turkey,40.6726,33.4398,2020,1
Turkey,40.6726,33.4398,2022,1
Turkey,40.6726,33.4398,2023,6
Turkey,40.6726,33.4398,2024,6
Turkey,40.6726,33.4398,2025,3
Turkey,40.7353,30.5722,2020,24
Turkey,40.7353,30.5722,2021,33
Turkey,40.7353,30.5722,2022,21
Turkey,40.7353,30.5722,2023,22
Turkey,40.7353,30.5722,2024,36
Turkey,40.7353,30.5722,2025,15
Turkey,40.738,37.411,2020,11
Turkey,40.738,37.411,2021,13
Turkey,40.738,37.411,2022,9
Turkey,40.738,37.411,2023,18
Turkey,40.738,37.411,2024,26
Turkey,40.738,37.411,2025,20
Turkey,40.8094,39.7814,2020,1
Turkey,40.8094,39.7814,2021,13
Turkey,40.8094,39.7814,2022,22
Turkey,40.8094,39.7814,2023,31
Turkey,40.8094,39.7814,2024,44
Turkey,40.8094,39.7814,2025,27
Turkey,40.8687,31.2116,2020,2
Turkey,40.8687,31.2116,2021,11
Turkey,40.8687,31.2116,2022,7
Turkey,40.8687,31.2116,2023,19
Turkey,40.8687,31.2116,2024,19
Turkey,40.8687,31.2116,2025,8
Turkey,40.8691,29.8208,2020,66
Turkey,40.8691,29.8208,2021,79
Turkey,40.8691,29.8208,2022,82
Turkey,40.8691,29.8208,2023,128
Turkey,40.8691,29.8208,2024,131
Turkey,40.8691,29.8208,2025,120
Turkey,40.9104,40.817,2020,4
Turkey,40.9104,40.817,2021,32
Turkey,40.9104,40.817,2022,21
Turkey,40.9104,40.817,2023,17
Turkey,40.9104,40.817,2024,23
Turkey,40.9104,40.817,2025,20
Turkey,41.0385,41.8484,2020,3
Turkey,41.0385,41.8484,2021,20
Turkey,41.0385,41.8484,2022,13
Turkey,41.0385,41.8484,2023,20
Turkey,41.0385,41.8484,2024,33
Turkey,41.0385,41.8484,2025,43
Turkey,41.0734,27.3901,2020,31
Turkey,41.0734,27.3901,2021,47
Turkey,41.0734,27.3901,2022,26
Turkey,41.0734,27.3901,2023,29
Turkey,41.0734,27.3901,2024,31
Turkey,41.0734,27.3901,2025,25
Turkey,41.1153,42.9326,2020,2
Turkey,41.1153,42.9326,2021,5
Turkey,41.1153,42.9326,2022,4
Turkey,41.1153,42.9326,2023,9
Turkey,41.1153,42.9326,2024,5
Turkey,41.2036,32.5224,2020,4
Turkey,41.2036,32.5224,2021,3
Turkey,41.2036,32.5224,2022,4
Turkey,41.2036,32.5224,2023,11
Turkey,41.2036,32.5224,2024,13
Turkey,41.2036,32.5224,2025,4
Turkey,41.2707,28.4707,2020,848
Turkey,41.2707,28.4707,2021,1024
Turkey,41.2707,28.4707,2022,1028
Turkey,41.2707,28.4707,2023,1105
Turkey,41.2707,28.4707,2024,1138
Turkey,41.2707,28.4707,2025,758
Turkey,41.2783,35.8756,2020,16
Turkey,41.2783,35.8756,2021,35
Turkey,41.2783,35.8756,2022,32
Turkey,41.2783,35.8756,2023,74
Turkey,41.2783,35.8756,2024,60
Turkey,41.2783,35.8756,2025,68
Turkey,41.2961,26.6957,2020,14
Turkey,41.2961,26.6957,2021,15
Turkey,41.2961,26.6957,2022,24
Turkey,41.2961,26.6957,2023,63
Turkey,41.2961,26.6957,2024,59
Turkey,41.2961,26.6957,2025,25
Turkey,41.2978,31.8293,2020,5
Turkey,41.2978,31.8293,2021,12
Turkey,41.2978,31.8293,2022,3
Turkey,41.2978,31.8293,2023,16
Turkey,41.2978,31.8293,2024,31
Turkey,41.2978,31.8293,2025,20
Turkey,41.4214,33.7891,2020,1
Turkey,41.4214,33.7891,2021,4
Turkey,41.4214,33.7891,2022,6
Turkey,41.4214,33.7891,2023,14
Turkey,41.4214,33.7891,2024,6
Turkey,41.4214,33.7891,2025,2
Turkey,41.571,32.4886,2021,2
Turkey,41.571,32.4886,2022,6
Turkey,41.571,32.4886,2023,9
Turkey,41.571,32.4886,2024,9
Turkey,41.571,32.4886,2025,1
Turkey,41.6486,34.992,2020,4
Turkey,41.6486,34.992,2021,2
Turkey,41.6486,34.992,2022,9
Turkey,41.6486,34.992,2023,6
Turkey,41.6486,34.992,2024,6
Turkey,41.6486,34.992,2025,15
Turkey,41.6597,27.5054,2020,7
Turkey,41.6597,27.5054,2021,16
Turkey,41.6597,27.5054,2022,35
Turkey,41.6597,27.5054,2023,57
Turkey,41.6597,27.5054,2024,24
Turkey,41.6597,27.5054,2025,5
Turkey,41.7313,28.1176,2022,1
United Arab Emirates,23.7727,53.7133,2020,2
United Arab Emirates,23.7727,53.7133,2021,3
United Arab Emirates,23.7727,53.7133,2022,19
United Arab Emirates,23.7727,53.7133,2023,2
United Arab Emirates,23.7727,53.7133,2025,2
United Arab Emirates,24.9904,55.3711,2020,1
United Arab Emirates,24.9904,55.3711,2022,4
United Arab Emirates,24.9904,55.3711,2023,2
United Arab Emirates,24.9904,55.3711,2024,2
United Arab Emirates,24.9904,55.3711,2025,1
United Arab Emirates,25.1368,55.8094,2020,1
United Arab Emirates,25.1368,55.8094,2022,2
United Arab Emirates,25.4363,56.2301,2021,1
Yemen,4.769,59.6413,2024,11
Yemen,12.4081,48.278,2020,6
Yemen,12.4081,48.278,2021,3
Yemen,12.4081,48.278,2022,1
Yemen,12.4081,48.278,2023,3
Yemen,12.4081,48.278,2024,86
Yemen,12.4081,48.278,2025,4
Yemen,12.5081,53.893,2020,126
Yemen,12.5081,53.893,2021,23
Yemen,12.5081,53.893,2022,27
Yemen,12.5081,53.893,2023,17
Yemen,12.5081,53.893,2024,5
Yemen,12.5081,53.893,2025,8
Yemen,12.613,43.3362,2020,1
Yemen,12.613,43.3362,2022,1
Yemen,12.613,43.3362,2023,24
Yemen,12.613,43.3362,2024,26
Yemen,12.613,43.3362,2025,2
Yemen,12.8058,44.788,2020,556
Yemen,12.8058,44.788,2021,378
Yemen,12.8058,44.788,2022,216
Yemen,12.8058,44.788,2023,383
Yemen,12.8058,44.788,2024,202
Yemen,12.8058,44.788,2025,233
Yemen,13.2949,43.7855,2020,888
Yemen,13.2949,43.7855,2021,774
Yemen,13.2949,43.7855,2022,1054
Yemen,13.2949,43.7855,2023,845
Yemen,13.2949,43.7855,2024,1128
Yemen,13.2949,43.7855,2025,1144
Yemen,13.3204,44.7623,2020,156
Yemen,13.3204,44.7623,2021,148
Yemen,13.3204,44.7623,2022,169
Yemen,13.3204,44.7623,2023,194
Yemen,13.3204,44.7623,2024,627
Yemen,13.3204,44.7623,2025,502
Yemen,13.6274,46.228,2020,733
Yemen,13.6274,46.228,2021,207
Yemen,13.6274,46.228,2022,260
Yemen,13.6274,46.228,2023,326
Yemen,13.6274,46.228,2024,471
Yemen,13.6274,46.228,2025,297
Yemen,13.8711,57.1292,2024,17
Yemen,13.8711,57.1292,2025,5
Yemen,13.8943,44.7825,2020,915
Yemen,13.8943,44.7825,2021,315
Yemen,13.8943,44.7825,2022,332
Yemen,13.8943,44.7825,2023,248
Yemen,13.8943,44.7825,2024,701
Yemen,13.8943,44.7825,2025,536
Yemen,14.0881,44.175,2020,145
Yemen,14.0881,44.175,2021,114
Yemen,14.0881,44.175,2022,164
Yemen,14.0881,44.175,2023,342
Yemen,14.0881,44.175,2024,1666
Yemen,14.0881,44.175,2025,1980
Yemen,14.326,45.216,2020,520
Yemen,14.326,45.216,2021,380
Yemen,14.326,45.216,2022,162
Yemen,14.326,45.216,2023,111
Yemen,14.326,45.216,2024,257
Yemen,14.326,45.216,2025,260
Yemen,14.5395,44.3063,2020,70
Yemen,14.5395,44.3063,2021,52
Yemen,14.5395,44.3063,2022,61
Yemen,14.5395,44.3063,2023,217
Yemen,14.5395,44.3063,2024,650
Yemen,14.5395,44.3063,2025,143
Yemen,14.651,46.62,2020,279
Yemen,14.651,46.62,2021,291
Yemen,14.651,46.62,2022,534
Yemen,14.651,46.62,2023,322
Yemen,14.651,46.62,2024,288
Yemen,14.651,46.62,2025,237
Yemen,14.657,43.6874,2020,6
Yemen,14.657,43.6874,2021,23
Yemen,14.657,43.6874,2022,22
Yemen,14.657,43.6874,2023,93
Yemen,14.657,43.6874,2024,243
Yemen,14.657,43.6874,2025,133
Yemen,14.7791,43.2181,2020,2937
Yemen,14.7791,43.2181,2021,1917
Yemen,14.7791,43.2181,2022,914
Yemen,14.7791,43.2181,2023,683
Yemen,14.7791,43.2181,2024,995
Yemen,14.7791,43.2181,2025,711
Yemen,15.3084,43.4994,2020,5
Yemen,15.3084,43.4994,2021,36
Yemen,15.3084,43.4994,2022,9
Yemen,15.3084,43.4994,2023,72
Yemen,15.3084,43.4994,2024,657
Yemen,15.3084,43.4994,2025,175
Yemen,15.3329,45.4523,2020,1660
Yemen,15.3329,45.4523,2021,2245
Yemen,15.3329,45.4523,2022,1293
Yemen,15.3329,45.4523,2023,442
Yemen,15.3329,45.4523,2024,648
Yemen,15.3329,45.4523,2025,767
Yemen,15.3931,44.4753,2020,350
Yemen,15.3931,44.4753,2021,96
Yemen,15.3931,44.4753,2022,108
Yemen,15.3931,44.4753,2023,202
Yemen,15.3931,44.4753,2024,327
Yemen,15.3931,44.4753,2025,501
Yemen,15.4201,44.1919,2020,169
Yemen,15.4201,44.1919,2021,208
Yemen,15.4201,44.1919,2022,175
Yemen,15.4201,44.1919,2023,273
Yemen,15.4201,44.1919,2024,531
Yemen,15.4201,44.1919,2025,472
Yemen,15.5791,40.9906,2020,16
Yemen,15.5791,40.9906,2021,7
Yemen,15.5791,40.9906,2022,9
Yemen,15.5791,40.9906,2023,21
Yemen,15.5791,40.9906,2024,188
Yemen,15.5791,40.9906,2025,11
Yemen,16.0944,43.2039,2020,279
Yemen,16.0944,43.2039,2021,185
Yemen,16.0944,43.2039,2022,741
Yemen,16.0944,43.2039,2023,340
Yemen,16.0944,43.2039,2024,629
Yemen,16.0944,43.2039,2025,597
Yemen,16.1156,43.9414,2020,54
Yemen,16.1156,43.9414,2021,35
Yemen,16.1156,43.9414,2022,62
Yemen,16.1156,43.9414,2023,74
Yemen,16.1156,43.9414,2024,628
Yemen,16.1156,43.9414,2025,209
Yemen,16.5288,48.6269,2020,146
Yemen,16.5288,48.6269,2021,111
Yemen,16.5288,48.6269,2022,173
Yemen,16.5288,48.6269,2023,146
Yemen,16.5288,48.6269,2024,113
Yemen,16.5288,48.6269,2025,205
Yemen,16.5757,53.0427,2022,1
Yemen,16.5962,45.5989,2020,908
Yemen,16.5962,45.5989,2021,481
Yemen,16.5962,45.5989,2022,236
Yemen,16.5962,45.5989,2023,143
Yemen,16.5962,45.5989,2024,700
Yemen,16.5962,45.5989,2025,483
Yemen,17.0575,51.8238,2020,47
Yemen,17.0575,51.8238,2021,25
Yemen,17.0575,51.8238,2022,46
Yemen,17.0575,51.8238,2023,31
Yemen,17.0575,51.8238,2024,15
Yemen,17.0575,51.8238,2025,27
Yemen,17.0883,44.0424,2020,853
Yemen,17.0883,44.0424,2021,775
Yemen,17.0883,44.0424,2022,1148
Yemen,17.0883,44.0424,2023,540
Yemen,17.0883,44.0424,2024,1138
Yemen,17.0883,44.0424,2025,1403
Yemen,18.7938,39.9069,2024,1
Yemen,18.7938,39.9069,2025,36
Yemen,22.0188,62.9761,2020,1
Yemen,22.0188,62.9761,2021,2
Yemen,22.0188,62.9761,2024,2
Yemen,22.0188,62.9761,2025,2
Yemen,25.4074,35.9101,2025,8
